drug,label
COc1cc2oc(c3ccccc3)cc(=O)c2c(OC)c1C,False
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(=O)C)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(=C1C2(C)C)C,False
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(=O)C)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC([NH+](C)C)C3OC(=O)C)C2C)OC(C)C1OC(=O)C,False
Cc1nn(c2ccccc2)c(OCC(O)C[NH+](C(C)C)C(C)C)c1C(=O)c1ccccc1,False
CCCC[NH2+]CC(O)Cn1c(C)c(C(=O)CCc2ccccc2)c(=O)n1c1ccccc1,False
Cc1c(c2cccs2)c(=O)n(c2ccccc2)n1CC(O)C[NH2+]C(C)C,False
CCC[NH2+]CC(O)Cn1c(C)c(c2cccs2)c(=O)n1c1ccccc1,False
Cc1c(C(=O)CCc2ccccc2)c(=O)n(c2ccccc2)n1CC(O)C[NH2+]C(C)(C)C,False
CCCNc1c(C(=O)CCc2ccccc2)c(C)nn1c1ccccc1,False
COc1cccc(COc2ccccc2CCc2ccccc2)c1,False
c1ccc(CCc2ccccc2OCc2ccccn2)cc1,False
O=C(NCC[NH+]1CCOCC1)c1ccc(Cl)cc1,False
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,False
c1ccc(C[NH2+]CC[NH2+]Cc2ccccc2)cc1,False
COc1cc(C=CC(=O)OCCC[NH+](C)CCCOC(=O)C(c2ccccc2)c2ccccc2)cc(OC)c1OC,False
C[NH+](C)Cc1ccccc1,False
O=C(NCc1ccccc1)c1ccccc1,False
COc1ccc(CC[N+](C)(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,False
c1ccc(Nc2ccc3ccccc3c2)cc1,False
COc1cc(C[NH+]2CCC[NH+](Cc3cc(OC)c(OC)c(OC)c3)C2c2ccc(N(CCCl)CCCl)cc2C)cc(OC)c1OC,False
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)c4c(Nc5ccc(S(=O)(=O)N)cc5)c5ccccc5nc34)cc2)no1,False
COc1ccc(C[NH+]2CCC[NH+](Cc3ccc(OC)c(OC)c3)C2c2ccc(N(CCCl)CCCl)cc2C)cc1OC,False
COc1ccc(C[NH+]2CCC[NH+](Cc3ccc(OC)c(OC)c3)C2c2ccc(N(CCCl)CCCl)cc2Cl)cc1OC,False
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CC[NH+]3CC2CC2)C1O5,False
Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)[NH+](CC2CC2)CCC314,False
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,False
Clc1ccc2c(c1)C(=CC1C[NH+]3CCC1CC3)c1ccccc1S2,False
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,False
COc1cccc(C(=O)CC[NH2+]C(C)C(O)c2ccccc2)c1,False
O=c1[nH]c2ccccc2n1C1CC[NH+](CCOc2ccccc2)CC1,False
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,False
C#CCOCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,False
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc12,False
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False
O=C(CCl)N1c2ccccc2Oc2ccccc12,False
C[NH+](C)CCOc1ccccc1Cc1ccccc1,False
CC(C)[NH2+]C1CCC(c2ccccc2)(c2ccccc2)CC1,False
CC(COc1ccccc1)[NH+](C)CCOC(c1ccccc1)c1ccccc1,False
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,False
CCC[N+](C)(C)CC(O)COc1ccccc1C(=O)CCc1ccccc1,False
CC(=O)c1ccc(OCC(O)C[NH+]2CCCCC2)cc1,False
CCC(=O)c1ccccc1OCC(O)C[NH+]1CCOCC1,False
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,False
CNC(=O)Oc1ccccc1OC(C)C,False
CC(Cc1ccc2c(c1)OCO2)[NH2+]CC(O)c1ccc(O)c(O)c1,False
C=CC[NH+]1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,False
CCN(CC)c1nc(N(CCO)CCO)nc2c1OC([NH+](CCO)CCO)[NH2+]C2[NH+](CC)CC,False
OCCN(CCO)c1nc(N2CCOCC2)nc2c1OC(c1ccccc1)C([NH+]1CCOCC1)N2,False
c1nc2c(N3CCOCC3)nc(N3CCOCC3)nc2nc1N1CCOCC1,False
CN(C)c1nc2nc(N3CC[NH2+]CC3)nc(N(C)C)c2nc1Cl,False
O=c1cc(c2ccccc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,False
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)[O-])c4c3C2=O)NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)C,False
CCC[NH+]1CC(C)[NH+](C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C,False
O=C(Cc1ccccc1)OCC[NH+]1CC[NH+](CCOC(=O)Cc2ccccc2)CC1,False
CCC(C(=O)OCCC[NH+]1CC[NH+](CCCOC(=O)C(CC)c2ccccc2)CC1)c1ccccc1,False
C#CC[NH+](C)C(C)Cc1ccccc1,False
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C12,False
[NH3+]C(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,False
CC[NH+](CC)CCOC(=O)C(Cc1ccccc1)c1ccccc1,False
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,False
CC(C)(C)[NH2+]CC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,False
C[NH+](CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,False
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)C[NH+]1CC2,False
COc1ccc(CN(CC[NH+](C)C)c2ncccn2)cc1,False
CC[NH+](CC)CCOc1ccc2-c3c(C(=O)c2c1)cc(OCC[NH+](CC)CC)cc3,False
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,False
Cc1ccccc1OCC(O)C[NH2+]CCOc1ccc(C(=O)N)cc1,False
COc1cc(CC2[NH2+]CCc3cc(O)c(O)cc23)cc(OC)c1OC,False
Cc1nnc2n1-c1ccc(Cl)cc1C(=NC2)c1ccccc1Cl,False
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,False
O=C([O-])COCCOCC[NH+]1CCC(=C(c2ccccc2)c2ccccc2)CC1,False
COc1ccccc1N1CC[NH+](CCCNc2cc(=O)n(C)c(=O)n2C)CC1,False
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,False
CCC1(O)CC2C[NH+](CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(=O)C)C5(CC)C=CC[NH+]6CCC43C56)C2)C1,False
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,False
[NH3+]CCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,False
C[NH+](C)CC=C(c1ccc(Br)cc1)c1cccnc1,False
COc1ccccc1N1CC[NH+](CCc2oc(=O)[nH]c2c2ccc(F)cc2)CC1,False
CN(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,False
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,False
CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CC[NH2+]CC3)nc12,False
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],False
Cc1ccc(C(=CC[NH+]2CCCC2)c2cccc(C=CC(=O)[O-])n2)cc1,False
OCC(O)C(O)C(O)C(O)CO,False
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,False
C[NH+](C)C1C(=C(C(=O)NC[NH+]2CCCC2)C(=O)C2(O)C(=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12)[O-])[O-],False
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,False
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C32C(O)C=CC(C)(O)CC(C)CC=CC3C1O,False
CC1=CC2C(O)(CC(=CC3C4C(C)(C)C4(O)C(O)C(C)C23O)CO)C1=O,False
CC(=O)OC12C(O)C(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(=CC34)C)C1C2(C)C,False
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2[NH+](C)C1,False
OCCN(CCO)c1nc(N2CC=CCC2)c2nc(N(CCO)CCO)nc(N3CC=CCC3)c2n1,False
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1,False
OCCN(CCO)c1nc(N(CCO)CCO)c2nc(N(CCO)CCO)nc(N(CCO)CCO)c2n1,False
OCCNc1nc(N2CCCCC2)c2nc(NCCO)nc(N3CCCCC3)c2n1,False
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C,False
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,False
CC[NH+](CC)CCOC(=O)c1cccc(c2ccccc2)c1O,False
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c12,False
C[NH2+]CC(O)c1ccc(O)c(O)c1,False
C[NH+]1CCc2cc(O)c(O)cc2C1Cc1ccc(O)c(O)c1,False
O=C(NN=Cc1ccc(O)c(O)c1)C(=O)Nc1cccc([N+](=O)[O-])c1,False
CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O,False
CC1[NH2+]CCc2cc(O)c(O)cc12,False
CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(C(=O)NCC(=O)N)C(C)C)C(C)C,False
CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,False
COC(=O)C=C(C)[O-]P(=O)(OC)OC,False
CCCCCCCCCCOC(=O)C1=C(C)NC(=C(P2(=O)OCC(C)(C)CO2)C1c1cccc([N+](=O)[O-])c1)C,False
C[NH+]1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,False
COc1ccc2[nH]c(S(=O)(=O)Cc3ncc(C)c(OC)c3C)nc2c1,False
C[NH+]1CCN(C(=O)c2cc(S(=O)(=O)N(C)C)ccc2N)CC1,False
CC1C[NH2+]CCN1S(=O)(=O)c1cccc2cnccc12,False
CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,False
[NH3+]CCCCNS(=O)(=O)c1ccc2ccccc2c1,False
O=C([O-])c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,False
CCC(C(=O)SCC[NH+](CC)CC)c1ccc(c2ccccc2)cc1,False
CCCCCCCC[NH2+]C(C)C(O)c1ccc(SC(C)C)cc1,False
CSc1ccccc1OCC(O)C[NH2+]C(C)C,False
Cc1cc(c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,False
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,False
COC1(NC(=O)C2SC(=C(C(=O)N)C(=O)[O-])S2)C(=O)N2C(=C(CSc3nnnn3C)CSC12)C(=O)[O-],False
C[NH+]1CCC(CN2c3ccccc3Sc3ccccc23)C1,False
C[NH+](C)CCCN1c2ccccc2Sc2ccccc12,False
CS(=O)(=O)c1ccc2c(c1)N(CCC[NH+]1CCC(C(=O)N)CC1)c1ccccc1S2,False
N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2,False
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3cccnc23)CC1,False
C[NH+]1CCCC(CC2c3ccccc3Sc3ccccc23)C1,False
c1ccc2c(c1)Nc1ccccc1[P+]12c2ccccc2Nc2ccccc12,False
Cc1c(N)nc(C(CC(=O)N)[NH2+]CC([NH3+])C(=O)N)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(=O)N)C1O)c1c[nH]cn1,False
[NH3+]CCc1c[nH]c2ccccc12,False
N#CC(=Cc1ccc(O)c(O)c1)C(=S)N,False
c1ccc(N2CC[NH+](CCC3=NNN=[N-]3)CC2)cc1,False
Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1,False
C1CCN(c2nc(N3CCCCC3)c3nc(N4CCCCC4)nc(N4CCCCC4)c3n2)CC1,False
c1ccc(c2nc(N3CC[NH2+]CC3)cc3ccccc23)cc1,False
Nc1c2c(nc3ccccc13)CCCC2,False
C[NH+](C)CCC(c1ccccc1)c1ccccn1,False
C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,False
c1ccc(Cn2ccnc2)cc1,False
O=C(c1cc2ccccc2o1)N1CC[NH+](Cc2ccccc2)CC1,False
CCC(c1ccccc1)c1noc(CC[NH+](CC)CC)n1,False
CCCC[NH+](CCCC)CCNc1nc(c2ccccc2)no1,False
O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(c2ccc(O)cc2)sc2cc(O)ccc12,False
CC1=C(C(=O)OCC(=O)[O-])C(c2cccs2)C(=C(C)N1)C(=O)OCC(=O)[O-],False
C[NH+](C)CCN(Cc1cccs1)c1ccccc1,False
Clc1ccc(C(c2ccccc2)[NH+]2CC[NH2+]CC2)cc1,False
[NH3+]CC(c1ccccc1)c1ccccc1,False
C1CN(c2nc(N3CCOCC3)c3nc(N4CCOCC4)nc(N4CCOCC4)c3n2)CCO1,False
c1nc(N2CCOCC2)c2nc(N3CCOCC3)nc(N3CCOCC3)c2n1,False
O=C1NCCO1,False
C[NH+](C)CC[NH+]1CCOCC1,False
[NH2+]=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,False
CN(c1nc(N)c(C(=O)NC(=[NH2+])N)nc1Cl)C(C)(C)C,False
C[NH+](C)CCCN1c2cc(Cl)ccc2Sc2cc(O)c(O)cc12,False
CC(=O)NCCC[NH+]1CCN(c2cc(Cl)ccc2Cl)CC1,False
CC[NH+](CC)CCNC(=O)c1ccc(NC(=O)C)cc1,False
Cc1c2-c(nc3c(o2)c(C)ccc3C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,False
[NH3+]C12CC3CC(CC(C3)C1)C2,False
C[NH+](C)CCOC(c1ccc(Br)cc1)C1CCCC1,False
CNC(=O)Oc1ccc(N(C)C)c(C)c1,False
c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,False
CC(C)[NH2+]CC(O)COc1ccc(CC(=O)N)cc1,False
O=C1OC(C(O)CO)C(=C1O)[O-],False
CCNc1nc(Cl)nc(NC(C)C)n1,False
C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,False
O=C(CCC[NH+]1CCN(c2ccccn2)CC1)c1ccc(F)cc1,False
CC[N+](C)(CC)CCNC(=O)c1ccc(N=[N+]=[N-])cc1,False
C[NH+]1CCC(N(Cc2ccccc2)c2ccccc2)CC1,False
C[NH+](C)CCCOC1(Cc2ccccc2)CCCCCC1,False
CC(NC(=O)C=CC(=O)[O-])C(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,False
COc1cc2-c3c4C(Cc2cc1O)[NH+](CCc4cc(O)c3OC)C,False
COc1cc(O)ccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,False
O=C([O-])COCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,False
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,False
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)[O-])CC(O)C1O,False
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,False
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,False
CCOC(=O)C[NH+]1CCN(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)CC1,False
COc1cc(C=CC(=O)N2CC[NH+](CC(=O)NC(C)C)CC2)cc(OC)c1OC,False
CC[NH+](CC)CCC[NH2+]Cc1cc(Cl)c2cccnc2c1O,False
CC(C[NH+](C)C)C(C)(O)Cc1ccc(Cl)cc1,False
CC[NH+](CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,False
Clc1cccc(Cl)c1[NH+]=C1NCCN1,False
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,False
CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)[O-])C(=O)N1C,False
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C32OC(=O)C=CC(=O)CCCC(C)CC=CC3C1O,False
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C32C(OC(=O)C)C=CC(C)(O)C(=O)C(C)CC=CC3C1O,False
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,False
CCC1=C(CC2[NH2+]CCc3cc(OC)c(OC)cc23)CC2c3cc(OC)c(OC)cc3CC[NH+]2C1,False
C[NH2+]CCCN1c2ccccc2Sc2ccc(Cl)cc12,False
C[NH2+]CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc12,False
COc1ccc2c(c1)C[NH+](C)CC2c1ccc(Cl)c(Cl)c1,False
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,False
CCN(CC)c1ccccc1,False
C[NH+]1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC12,False
COc1ccc(c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,False
CN(C)C(=O)C(c1ccccc1)c1ccccc1,False
C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1,False
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,False
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,False
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc12,False
CCCCCCCCN=CN1CCC(C(c2ccccc2)c2ccccc2)CC1,False
C[N+]1(CCC(C(=O)N)(c2ccccc2)c2ccccc2)CCCCC1,False
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,False
CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,False
COc1ccc(c2cc(=O)c3c(OCC(=O)N4CC[NH+](Cc5ccc(OC)c(OC)c5OC)CC4)cc(O)cc3o2)cc1O,False
COc1ccc(c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1OCC(=O)N1CC[NH+](Cc2ccc(OC)c(OC)c2OC)CC1,False
C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(CCF)c3c2F)CC1,False
O=C(NCC[NH+]1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1,False
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,False
CCOC(=O)c1ncn2-c3c(C(=O)N(Cc12)C)cc(F)cc3,False
C[NH+](C)CCC(c1ccccc1)C1CCCCC1,False
CC1(C)CC(=O)N(CCCC[NH+]2CCN(c3ncccn3)CC2)C(=O)C1,False
C(=C(C1CCCCC1)C1CCCCC1)C1CCCC[NH2+]1,False
COc1ccc(CC[NH3+])cc1OC,False
COc1cc2ncnc(N3CCN(C(=O)OCC(C)(C)O)CC3)c2cc1OC,False
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CC[NH+]1C)OCO3,False
COc1c2c(cc3c1OCO3)CC[NH+](C)C2,False
CN1CCN(CC[NH+]2CC[NH+](CCCN3c4ccccc4Sc4ccc(Cl)cc34)CC2)C1=O,False
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,False
CC(COc1ccccc1)[NH2+]C(C)C(O)c1ccc(O)cc1,False
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,False
CC[NH+](CC)CCOc1c(Cl)cc(Cl)cc1c1ccccc1,False
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,False
CCCCc1nc(Cl)c(CO)n1Cc1ccc(c2ccccc2C2=NNN=[N-]2)cc1,False
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C12,False
CC1[NH2+]C(c2ccccc2)(c2ccccc2)C(=O)N1CC(=O)[O-],False
CCN(CC)C(=O)CCSC(SCCC(=O)[O-])c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,False
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)[O-])cc1,False
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,False
COCCOC(=O)C,False
Cc1cccc(C)c1OCC(C)[NH3+],False
CNc1nc(Cl)c(SC)c(N2CC[NH+](C)CC2)n1,False
C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,False
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,False
c1ccc(C[NH+]2CC[NH2+]CC2)cc1,False
COc1cc(C=CC2=C(NC(C)C)C[NH+]3CCN2CC3)cc(OC)c1OC,False
[NH+]=C(N)NN=Cc1c(Cl)cccc1Cl,False
O=C([O-])CN1C2=C1C(c1ccccc1)(c1ccccc1)N2,False
COc1ccc(OC2=NCCc3ccccc23)cc1,False
[NH+]=C(N)NC(=O)Cc1c(Cl)cccc1Cl,False
[NH+]=C(N)N1CCc2ccccc2C1,False
CC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(=O)C)c1,False
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)[O-])O2,False
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,False
CC(=O)NO,False
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,False
Cn1c(=O)c2[nH]cnc2n(C)c1=O,False
Cc1c(N(C)C)c(=O)n(c2ccccc2)n1C,False
C=C(C(=O)OC1CC2C3OC3C(C1)[NH+]2C)c1ccccc1,False
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)C[NH2+]C(C)(C)C)c1,False
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,False
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,False
C[NH2+]CCc1ccccn1,False
C=C(C)C1CCC2(C(=O)[O-])CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12,False
CCC1(O)C(=O)OCc2c1cc1-c3c(Cn1c2=O)cc1ccccc1n3,False
COc1ccc2c(c1OC)C[NH+]1CCc3cc4c(cc3C1C2)OCO4,False
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-],False
O=NN(CCCl)C(=O)NCCCl,False
[NH3+]C(C(=O)NC1C(=O)N2C(=C(Cl)CSC12)C(=O)[O-])c1ccccc1,False
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,False
COc1ccccc1N1CC[NH+](CCCCNC(=O)c2ccc3ccccc3c2)CC1,False
CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc12)OCO3,False
CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],False
COc1ccc(C(=O)OC2CC3CCC(C2)[NH+]3C)cc1OC,False
